epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,907.342,0.51254,0.52718,1.0321,0.9943,0.99929,0.995,0.94093,0.36072,0.23613,0.89956,4.61871e-05,4.61871e-05,4.61871e-05
89,917.65,0.49961,0.49612,1.01871,0.99523,1,0.995,0.93488,0.36543,0.23431,0.90011,4.28904e-05,4.28904e-05,4.28904e-05
90,927.94,0.49883,0.50313,1.01779,0.99508,1,0.995,0.93303,0.37309,0.23913,0.90725,3.95937e-05,3.95937e-05,3.95937e-05
91,938.553,0.36517,0.31587,0.9422,0.99408,0.99971,0.995,0.93628,0.35882,0.2431,0.89816,3.6297e-05,3.6297e-05,3.6297e-05
92,948.774,0.35813,0.30229,0.9465,0.99476,0.99956,0.995,0.93712,0.35615,0.23845,0.8968,3.30003e-05,3.30003e-05,3.30003e-05
93,959.017,0.35353,0.29409,0.93536,0.99553,0.99942,0.995,0.93696,0.35855,0.23696,0.89726,2.97036e-05,2.97036e-05,2.97036e-05
94,969.23,0.35208,0.29126,0.94713,0.99519,0.99931,0.995,0.94069,0.34934,0.23303,0.89196,2.64069e-05,2.64069e-05,2.64069e-05
95,979.451,0.34332,0.28594,0.92511,0.99568,0.99967,0.995,0.93959,0.35128,0.23253,0.89383,2.31102e-05,2.31102e-05,2.31102e-05
96,989.678,0.33465,0.27906,0.92209,0.99578,0.99927,0.995,0.94239,0.34476,0.22874,0.88862,1.98135e-05,1.98135e-05,1.98135e-05
97,999.92,0.33946,0.27877,0.92681,0.99554,1,0.995,0.9442,0.34251,0.22817,0.88467,1.65168e-05,1.65168e-05,1.65168e-05
98,1010.15,0.33356,0.27722,0.92064,0.99574,0.99936,0.995,0.94441,0.33953,0.22432,0.88388,1.32201e-05,1.32201e-05,1.32201e-05
99,1020.39,0.32987,0.27559,0.92129,0.99585,1,0.995,0.94266,0.34175,0.2241,0.88425,9.9234e-06,9.9234e-06,9.9234e-06
100,1030.61,0.33053,0.2729,0.92246,0.99565,0.99958,0.995,0.94358,0.3409,0.22448,0.88511,6.6267e-06,6.6267e-06,6.6267e-06
1,12.3941,1.03924,4.35484,1.47318,0.03113,0.66102,0.07333,0.05473,0.87951,3.47817,1.45897,0.00330189,0.00330189,0.00330189
2,24.2149,0.96337,3.78551,1.38009,0.26803,0.15038,0.14462,0.10288,1.04962,2.92686,1.60114,0.00662208,0.00662208,0.00662208
3,36.0634,1.03603,3.3011,1.42403,0.19938,0.23794,0.1487,0.07731,1.79613,3.38314,2.40396,0.00992908,0.00992908,0.00992908
4,47.7802,1.05798,3.03014,1.41871,0.36892,0.49442,0.37478,0.26717,1.03304,2.31149,1.575,0.0099406,0.0099406,0.0099406
5,59.5276,1.05233,2.79327,1.39263,0.47127,0.5643,0.57175,0.42217,0.9198,2.04532,1.44792,0.0099208,0.0099208,0.0099208
6,71.321,1.02735,2.59342,1.36135,0.53324,0.58142,0.62546,0.48409,0.92609,1.74828,1.41927,0.009901,0.009901,0.009901
7,83.2009,1.0103,2.39202,1.3426,0.60605,0.65723,0.70325,0.52476,0.96724,1.55015,1.45602,0.0098812,0.0098812,0.0098812
8,94.9416,0.97194,2.17833,1.30967,0.62493,0.71617,0.77131,0.61185,0.80983,1.59408,1.32477,0.0098614,0.0098614,0.0098614
9,106.681,0.94678,2.06578,1.30241,0.64692,0.68158,0.72729,0.583,0.76802,1.47549,1.27574,0.0098416,0.0098416,0.0098416
10,118.391,0.95829,1.97197,1.29742,0.74607,0.80894,0.87661,0.70712,0.74308,1.06965,1.2231,0.0098218,0.0098218,0.0098218
11,130.089,0.92967,1.87255,1.28009,0.85277,0.84497,0.92955,0.76472,0.7235,0.87712,1.23144,0.009802,0.009802,0.009802
12,141.82,0.91745,1.78142,1.28179,0.77994,0.78857,0.89432,0.70017,0.80848,1.01378,1.28518,0.0097822,0.0097822,0.0097822
13,153.618,0.90949,1.71736,1.26294,0.78484,0.74019,0.84419,0.67749,0.79467,1.09341,1.25992,0.0097624,0.0097624,0.0097624
1,12.3501,1.03541,4.34589,1.46567,0.0372,0.13443,0.03296,0.02301,1.54112,3.77025,2.10557,0.00330189,0.00330189,0.00330189
2,24.4923,0.98221,3.79194,1.40409,0.30228,0.32329,0.19222,0.1356,0.991,2.76339,1.52139,0.00662208,0.00662208,0.00662208
3,36.55,1.02374,3.28275,1.42399,0.28675,0.47712,0.31551,0.23082,0.92558,2.72177,1.46816,0.00992908,0.00992908,0.00992908
4,48.644,1.07543,3.035,1.43259,0.34271,0.48293,0.37238,0.26765,1.02606,3.0111,1.64562,0.0099406,0.0099406,0.0099406
5,60.6186,1.06522,2.83621,1.42013,0.34604,0.4271,0.35212,0.24281,1.29115,2.4245,1.838,0.0099208,0.0099208,0.0099208
6,72.5949,1.01736,2.59337,1.3717,0.48985,0.60892,0.5486,0.41691,0.89904,2.39999,1.44757,0.009901,0.009901,0.009901
7,84.5533,0.99406,2.38645,1.3559,0.65451,0.68539,0.72777,0.56775,0.82742,1.48891,1.37065,0.0098812,0.0098812,0.0098812
8,96.5093,0.98309,2.25755,1.33717,0.66422,0.68092,0.75122,0.59244,0.82686,1.43908,1.35228,0.0098614,0.0098614,0.0098614
9,108.422,0.96227,2.11618,1.31974,0.70916,0.71097,0.81372,0.63744,0.80877,1.21712,1.35412,0.0098416,0.0098416,0.0098416
10,120.416,0.92126,1.96202,1.27544,0.73895,0.73556,0.81723,0.67057,0.73276,1.1592,1.2718,0.0098218,0.0098218,0.0098218
11,132.326,0.94054,1.9087,1.29784,0.73922,0.79907,0.87366,0.72262,0.72649,1.01843,1.25196,0.009802,0.009802,0.009802
1,12.1883,1.03541,4.34589,1.46567,0.0372,0.13443,0.03296,0.02301,1.54112,3.77025,2.10557,0.00330189,0.00330189,0.00330189
2,24.3936,0.98221,3.79194,1.40409,0.30228,0.32329,0.19222,0.1356,0.991,2.76339,1.52139,0.00662208,0.00662208,0.00662208
3,36.5988,1.02374,3.28275,1.42399,0.28675,0.47712,0.31551,0.23082,0.92558,2.72177,1.46816,0.00992908,0.00992908,0.00992908
4,48.7454,1.07543,3.035,1.43259,0.34271,0.48293,0.37238,0.26765,1.02606,3.0111,1.64562,0.0099406,0.0099406,0.0099406
5,60.8375,1.06522,2.83621,1.42013,0.34604,0.4271,0.35212,0.24281,1.29115,2.4245,1.838,0.0099208,0.0099208,0.0099208
6,72.8763,1.01736,2.59337,1.3717,0.48985,0.60892,0.5486,0.41691,0.89904,2.39999,1.44757,0.009901,0.009901,0.009901
7,84.8669,0.99406,2.38645,1.3559,0.65451,0.68539,0.72777,0.56775,0.82742,1.48891,1.37065,0.0098812,0.0098812,0.0098812
8,96.8437,0.98309,2.25755,1.33717,0.66422,0.68092,0.75122,0.59244,0.82686,1.43908,1.35228,0.0098614,0.0098614,0.0098614
9,108.864,0.96227,2.11618,1.31974,0.70916,0.71097,0.81372,0.63744,0.80877,1.21712,1.35412,0.0098416,0.0098416,0.0098416
10,120.876,0.92126,1.96202,1.27544,0.73895,0.73556,0.81723,0.67057,0.73276,1.1592,1.2718,0.0098218,0.0098218,0.0098218
11,132.84,0.94054,1.9087,1.29784,0.73922,0.79907,0.87366,0.72262,0.72649,1.01843,1.25196,0.009802,0.009802,0.009802
12,144.79,0.92395,1.81011,1.29287,0.75266,0.81388,0.88503,0.71715,0.73616,1.15033,1.26426,0.0097822,0.0097822,0.0097822
13,156.729,0.91225,1.76713,1.2812,0.82803,0.78068,0.89173,0.72858,0.72361,0.96901,1.26392,0.0097624,0.0097624,0.0097624
14,168.776,0.90175,1.72084,1.27325,0.8179,0.83594,0.89829,0.7271,0.77684,0.98246,1.30509,0.0097426,0.0097426,0.0097426
15,180.731,0.89516,1.59481,1.26161,0.79274,0.72683,0.83866,0.67336,0.81025,1.12289,1.32644,0.0097228,0.0097228,0.0097228
16,192.656,0.88961,1.58833,1.25642,0.78934,0.85902,0.89975,0.74765,0.69915,0.90745,1.21347,0.009703,0.009703,0.009703
17,204.587,0.87081,1.53228,1.24227,0.85837,0.84842,0.94118,0.78193,0.702,0.82995,1.21701,0.0096832,0.0096832,0.0096832
18,216.539,0.86139,1.45739,1.23886,0.90015,0.93104,0.97123,0.81675,0.66946,0.69657,1.18752,0.0096634,0.0096634,0.0096634
19,228.499,0.85704,1.41513,1.23408,0.9038,0.89466,0.96889,0.82604,0.64253,0.70004,1.15389,0.0096436,0.0096436,0.0096436
20,240.658,0.8538,1.38769,1.23278,0.893,0.91369,0.97105,0.82576,0.64817,0.67702,1.16194,0.0096238,0.0096238,0.0096238
21,252.583,0.8433,1.34034,1.22575,0.94894,0.92821,0.98159,0.84123,0.62631,0.59139,1.13568,0.009604,0.009604,0.009604
22,264.539,0.84082,1.30709,1.21792,0.90348,0.91729,0.97057,0.82191,0.65763,0.64998,1.17482,0.0095842,0.0095842,0.0095842
23,276.448,0.83601,1.27949,1.21905,0.93722,0.93932,0.98385,0.84259,0.63061,0.58529,1.14645,0.0095644,0.0095644,0.0095644
24,288.373,0.84522,1.24554,1.21491,0.9052,0.90875,0.9614,0.82161,0.62949,0.64646,1.13946,0.0095446,0.0095446,0.0095446
25,300.412,0.82804,1.25704,1.21131,0.93692,0.92619,0.98197,0.8514,0.61117,0.56313,1.12756,0.0095248,0.0095248,0.0095248
26,312.467,0.83098,1.22745,1.21842,0.95253,0.94887,0.98609,0.85016,0.6031,0.54207,1.11766,0.009505,0.009505,0.009505
27,324.439,0.81128,1.18258,1.20618,0.91954,0.92555,0.9673,0.82448,0.63713,0.63211,1.15309,0.0094852,0.0094852,0.0094852
28,336.361,0.81546,1.16357,1.20862,0.92133,0.94188,0.98166,0.84433,0.61193,0.56031,1.12304,0.0094654,0.0094654,0.0094654
29,348.26,0.7964,1.15587,1.18825,0.94639,0.95794,0.98633,0.85879,0.58449,0.52454,1.09556,0.0094456,0.0094456,0.0094456
30,360.187,0.80714,1.14249,1.19746,0.95659,0.95288,0.98561,0.84952,0.60372,0.52366,1.10722,0.0094258,0.0094258,0.0094258
31,372.093,0.802,1.13328,1.19718,0.96241,0.96691,0.99189,0.85071,0.61445,0.49128,1.11696,0.009406,0.009406,0.009406
32,384.021,0.79517,1.10915,1.19295,0.96696,0.96498,0.98976,0.85868,0.61352,0.46454,1.11742,0.0093862,0.0093862,0.0093862
33,395.938,0.78775,1.10094,1.1819,0.95131,0.97594,0.99212,0.86425,0.58107,0.48008,1.09422,0.0093664,0.0093664,0.0093664
34,407.86,0.7868,1.08777,1.18271,0.94956,0.97227,0.99123,0.86051,0.59444,0.46875,1.10865,0.0093466,0.0093466,0.0093466
35,419.771,0.77882,1.06602,1.1745,0.96233,0.96903,0.99153,0.86282,0.58876,0.46028,1.10234,0.0093268,0.0093268,0.0093268
36,431.805,0.79101,1.07949,1.18194,0.96328,0.9727,0.99259,0.8593,0.59881,0.45929,1.10286,0.009307,0.009307,0.009307
37,443.697,0.75581,1.01765,1.16219,0.97054,0.97347,0.99356,0.87597,0.55412,0.43392,1.0596,0.0092872,0.0092872,0.0092872
38,455.601,0.77475,1.03949,1.1783,0.95713,0.97272,0.98921,0.86089,0.58305,0.45911,1.0908,0.0092674,0.0092674,0.0092674
39,467.481,0.76523,0.9834,1.15761,0.96964,0.96801,0.99218,0.86448,0.57211,0.43581,1.08821,0.0092476,0.0092476,0.0092476
40,479.389,0.76996,1.02614,1.16898,0.97814,0.9868,0.99342,0.86825,0.57145,0.42815,1.07147,0.0092278,0.0092278,0.0092278
41,491.279,0.76613,0.98984,1.1727,0.97446,0.97066,0.98914,0.86781,0.56082,0.41975,1.06409,0.009208,0.009208,0.009208
42,503.185,0.75725,0.95821,1.1615,0.98177,0.9723,0.99358,0.8736,0.55233,0.41472,1.05499,0.0091882,0.0091882,0.0091882
43,515.068,0.7668,0.98577,1.16511,0.97384,0.97525,0.99366,0.87538,0.55469,0.41109,1.0613,0.0091684,0.0091684,0.0091684
44,527.005,0.75864,0.96505,1.16183,0.97068,0.9781,0.99358,0.87267,0.55743,0.41116,1.06746,0.0091486,0.0091486,0.0091486
45,538.899,0.76449,0.96959,1.16628,0.96955,0.98904,0.99408,0.86505,0.57197,0.39411,1.072,0.0091288,0.0091288,0.0091288
46,550.804,0.74673,0.93159,1.15405,0.98703,0.98774,0.99382,0.87017,0.55546,0.38277,1.05875,0.009109,0.009109,0.009109
47,562.703,0.7518,0.92593,1.15706,0.9606,0.92129,0.97928,0.85205,0.59884,0.46961,1.10624,0.0090892,0.0090892,0.0090892
48,574.598,0.73743,0.89934,1.14002,0.97799,0.98847,0.99389,0.87629,0.55659,0.38191,1.06937,0.0090694,0.0090694,0.0090694
49,586.494,0.74067,0.90074,1.15747,0.98895,0.98313,0.99431,0.87465,0.54785,0.37961,1.05401,0.0090496,0.0090496,0.0090496
50,598.388,0.72946,0.87994,1.15277,0.9772,0.98759,0.99446,0.88363,0.53961,0.37385,1.05136,0.0090298,0.0090298,0.0090298
51,610.317,0.73863,0.88604,1.14645,0.95192,0.96989,0.99059,0.87714,0.5411,0.41466,1.04901,0.00901,0.00901,0.00901
52,622.231,0.74064,0.87745,1.1549,0.98359,0.97618,0.99286,0.878,0.54338,0.38289,1.05313,0.0089902,0.0089902,0.0089902
53,634.153,0.73623,0.89061,1.15041,0.98165,0.99262,0.9943,0.88098,0.52756,0.3498,1.03964,0.0089704,0.0089704,0.0089704
54,646.068,0.72785,0.8968,1.15125,0.9854,0.99184,0.99449,0.87926,0.52662,0.35579,1.0401,0.0089506,0.0089506,0.0089506
55,657.977,0.72072,0.87515,1.14204,0.99045,0.98814,0.9949,0.88203,0.52955,0.3398,1.04245,0.0089308,0.0089308,0.0089308
56,669.892,0.72763,0.86565,1.13237,0.97444,0.99244,0.99482,0.88445,0.52414,0.34718,1.0369,0.008911,0.008911,0.008911
57,681.795,0.71479,0.8518,1.14419,0.98319,0.98964,0.99455,0.88278,0.52131,0.34756,1.03164,0.0088912,0.0088912,0.0088912
58,693.713,0.73425,0.86964,1.15895,0.98462,0.98581,0.99434,0.88312,0.52304,0.35104,1.02904,0.0088714,0.0088714,0.0088714
59,705.613,0.70206,0.82535,1.12246,0.98492,0.9921,0.9948,0.88675,0.51043,0.33776,1.02025,0.0088516,0.0088516,0.0088516
60,717.532,0.72021,0.84928,1.13241,0.9808,0.98427,0.9933,0.88384,0.51773,0.34791,1.02762,0.0088318,0.0088318,0.0088318
61,729.435,0.72417,0.84992,1.13408,0.98643,0.98453,0.99472,0.88159,0.52441,0.34254,1.03442,0.008812,0.008812,0.008812
62,741.534,0.70935,0.82655,1.13408,0.98499,0.98335,0.99441,0.88533,0.51715,0.34966,1.02939,0.0087922,0.0087922,0.0087922
63,753.449,0.70941,0.82131,1.1304,0.98436,0.99178,0.99467,0.88641,0.50743,0.33568,1.01162,0.0087724,0.0087724,0.0087724
64,765.364,0.71103,0.83432,1.1293,0.9817,0.99079,0.99483,0.88934,0.50994,0.33692,1.01441,0.0087526,0.0087526,0.0087526
65,777.276,0.71829,0.80248,1.13295,0.9849,0.98766,0.99427,0.89199,0.50515,0.32891,1.01327,0.0087328,0.0087328,0.0087328
66,789.205,0.71436,0.81859,1.13642,0.9811,0.99065,0.99352,0.88301,0.52486,0.34023,1.0311,0.008713,0.008713,0.008713
67,801.127,0.70767,0.81055,1.12856,0.98299,0.991,0.99256,0.89042,0.50481,0.32663,1.01659,0.0086932,0.0086932,0.0086932
68,813.014,0.69237,0.77506,1.11499,0.98305,0.99437,0.99406,0.89023,0.5043,0.324,1.01379,0.0086734,0.0086734,0.0086734
69,824.903,0.6978,0.79581,1.12556,0.9923,0.9935,0.99498,0.89074,0.50689,0.3176,1.01153,0.0086536,0.0086536,0.0086536
70,836.813,0.69117,0.78151,1.12233,0.99121,0.9922,0.995,0.89241,0.50219,0.31779,1.00815,0.0086338,0.0086338,0.0086338
71,848.726,0.69261,0.78531,1.1266,0.98522,0.98906,0.99473,0.88925,0.49975,0.33053,1.00836,0.008614,0.008614,0.008614
72,860.651,0.68953,0.78955,1.12018,0.96521,0.99167,0.99421,0.89936,0.48841,0.32738,1.00137,0.0085942,0.0085942,0.0085942
73,872.561,0.68703,0.77132,1.12368,0.98881,0.99421,0.99444,0.89575,0.49682,0.31284,1.00443,0.0085744,0.0085744,0.0085744
74,884.456,0.68738,0.76465,1.11733,0.98907,0.99248,0.99495,0.89531,0.48969,0.30458,1.0042,0.0085546,0.0085546,0.0085546
75,896.371,0.69907,0.77063,1.12125,0.98859,0.99024,0.99462,0.89982,0.48869,0.31525,0.99295,0.0085348,0.0085348,0.0085348
76,908.301,0.69284,0.77382,1.12439,0.9848,0.98324,0.99414,0.89523,0.48929,0.31428,1.00392,0.008515,0.008515,0.008515
77,920.209,0.6793,0.77325,1.11261,0.99148,0.99498,0.995,0.8922,0.49541,0.30456,1.00316,0.0084952,0.0084952,0.0084952
78,932.131,0.67648,0.75196,1.11828,0.99189,0.99612,0.99493,0.89659,0.49617,0.30509,1.00797,0.0084754,0.0084754,0.0084754
79,944.021,0.67681,0.71967,1.11759,0.98895,0.99723,0.9948,0.89325,0.49363,0.3135,1.00033,0.0084556,0.0084556,0.0084556
80,955.944,0.68307,0.75112,1.11516,0.99019,0.99642,0.995,0.88764,0.5098,0.31954,1.01946,0.0084358,0.0084358,0.0084358
81,967.869,0.69117,0.75096,1.12552,0.99449,0.99693,0.995,0.89594,0.48663,0.29404,0.99911,0.008416,0.008416,0.008416
82,979.764,0.6861,0.75133,1.11369,0.99232,0.99691,0.995,0.89562,0.49276,0.29771,1.00265,0.0083962,0.0083962,0.0083962
83,991.65,0.67096,0.73647,1.10761,0.98605,0.993,0.99441,0.89836,0.48979,0.3051,1.005,0.0083764,0.0083764,0.0083764
84,1003.56,0.67206,0.72623,1.11177,0.9922,0.99647,0.99496,0.90281,0.47464,0.28885,0.99001,0.0083566,0.0083566,0.0083566
85,1015.47,0.68826,0.75509,1.11959,0.99185,0.99706,0.9948,0.90155,0.48243,0.29043,0.98927,0.0083368,0.0083368,0.0083368
86,1027.37,0.67633,0.74459,1.11806,0.98673,0.9921,0.99476,0.89537,0.49609,0.3127,1.00702,0.008317,0.008317,0.008317
87,1039.26,0.67123,0.72999,1.10847,0.98999,0.99324,0.995,0.90778,0.46777,0.28465,0.9755,0.0082972,0.0082972,0.0082972
88,1051.16,0.6538,0.70976,1.0975,0.99177,0.99708,0.99486,0.90069,0.47693,0.28124,0.99599,0.0082774,0.0082774,0.0082774
89,1063.13,0.66408,0.71918,1.09949,0.99154,0.99699,0.995,0.89995,0.48415,0.2887,0.99647,0.0082576,0.0082576,0.0082576
90,1075.06,0.66647,0.71229,1.10675,0.99195,0.99238,0.99476,0.8992,0.47067,0.28795,0.98836,0.0082378,0.0082378,0.0082378
91,1086.96,0.66664,0.72084,1.11208,0.99342,0.99813,0.995,0.90183,0.48007,0.28654,0.98822,0.008218,0.008218,0.008218
92,1098.85,0.66779,0.71347,1.1056,0.99039,0.99347,0.99482,0.9045,0.46173,0.28966,0.9704,0.0081982,0.0081982,0.0081982
93,1110.75,0.65842,0.70072,1.09854,0.99059,0.99623,0.995,0.90494,0.46806,0.28208,0.97364,0.0081784,0.0081784,0.0081784
94,1122.67,0.66724,0.71564,1.10505,0.98899,0.99717,0.995,0.90361,0.46329,0.28794,0.97348,0.0081586,0.0081586,0.0081586
95,1134.59,0.65862,0.69287,1.10426,0.98746,0.99554,0.99468,0.90435,0.46474,0.28422,0.9775,0.0081388,0.0081388,0.0081388
96,1146.48,0.6539,0.70039,1.10342,0.9911,0.99876,0.9949,0.91017,0.46078,0.27539,0.97221,0.008119,0.008119,0.008119
97,1158.44,0.64511,0.67438,1.09498,0.98743,0.99496,0.995,0.90778,0.46476,0.2827,0.97774,0.0080992,0.0080992,0.0080992
98,1170.36,0.66427,0.68074,1.11706,0.98838,0.99614,0.99498,0.90515,0.46623,0.27358,0.97829,0.0080794,0.0080794,0.0080794
99,1182.39,0.65444,0.69346,1.10432,0.99184,0.99657,0.995,0.90949,0.45892,0.27719,0.97331,0.0080596,0.0080596,0.0080596
100,1194.3,0.65418,0.68171,1.09686,0.99403,0.99732,0.995,0.90809,0.45325,0.27126,0.97061,0.0080398,0.0080398,0.0080398
101,1206.4,0.65643,0.67323,1.09993,0.99341,0.9963,0.995,0.90714,0.45783,0.27431,0.97066,0.00802,0.00802,0.00802
102,1218.36,0.6535,0.68299,1.10224,0.99208,0.99353,0.995,0.9075,0.45804,0.2734,0.9673,0.0080002,0.0080002,0.0080002
103,1230.35,0.63453,0.66216,1.08556,0.99302,0.99826,0.995,0.91128,0.44409,0.26226,0.96511,0.0079804,0.0079804,0.0079804
104,1242.33,0.65232,0.68737,1.09767,0.99344,0.99744,0.995,0.9126,0.44973,0.26497,0.9694,0.0079606,0.0079606,0.0079606
105,1254.23,0.64691,0.655,1.09478,0.99538,0.99622,0.995,0.90996,0.45094,0.27229,0.96528,0.0079408,0.0079408,0.0079408
106,1266.15,0.64095,0.66937,1.09219,0.99168,0.99711,0.99496,0.91402,0.44011,0.26927,0.95918,0.007921,0.007921,0.007921
107,1278.08,0.63888,0.6708,1.09171,0.99433,0.9997,0.995,0.91718,0.43277,0.25495,0.95171,0.0079012,0.0079012,0.0079012
108,1289.98,0.64143,0.65948,1.09253,0.99285,0.99891,0.995,0.91245,0.44123,0.26004,0.96028,0.0078814,0.0078814,0.0078814
109,1301.88,0.6345,0.64774,1.07971,0.99376,0.9987,0.995,0.91383,0.43482,0.25951,0.95755,0.0078616,0.0078616,0.0078616
110,1313.79,0.64032,0.66199,1.09045,0.99282,0.99651,0.995,0.9114,0.44846,0.26377,0.9597,0.0078418,0.0078418,0.0078418
111,1325.69,0.63758,0.64063,1.09001,0.99252,0.99465,0.995,0.91222,0.44056,0.26181,0.95672,0.007822,0.007822,0.007822
112,1337.62,0.63831,0.64291,1.08839,0.98874,0.99345,0.99358,0.91584,0.43519,0.26343,0.957,0.0078022,0.0078022,0.0078022
113,1349.52,0.61018,0.59819,1.0636,0.99101,0.99126,0.99329,0.91331,0.43991,0.2707,0.95843,0.0077824,0.0077824,0.0077824
114,1361.43,0.62339,0.6261,1.07663,0.99142,0.99398,0.99482,0.91199,0.44349,0.26342,0.95913,0.0077626,0.0077626,0.0077626
115,1373.34,0.61457,0.624,1.07312,0.99213,0.99904,0.995,0.91691,0.43543,0.2595,0.95143,0.0077428,0.0077428,0.0077428
116,1385.24,0.63564,0.64228,1.08499,0.99362,0.99877,0.995,0.91158,0.4485,0.25925,0.9649,0.007723,0.007723,0.007723
117,1397.14,0.62226,0.62807,1.07831,0.99334,0.99554,0.995,0.92168,0.42437,0.25462,0.94454,0.0077032,0.0077032,0.0077032
118,1409.04,0.6336,0.63512,1.09228,0.99267,0.99936,0.995,0.92012,0.42822,0.25896,0.95265,0.0076834,0.0076834,0.0076834
119,1420.94,0.62606,0.61837,1.08126,0.99263,0.99888,0.995,0.91761,0.42453,0.25342,0.94922,0.0076636,0.0076636,0.0076636
120,1432.84,0.62957,0.62791,1.08375,0.99145,0.9944,0.99477,0.91962,0.42916,0.26221,0.94888,0.0076438,0.0076438,0.0076438
121,1444.74,0.62975,0.62645,1.08482,0.99498,0.99744,0.995,0.9165,0.43781,0.25381,0.95092,0.007624,0.007624,0.007624
122,1456.64,0.62595,0.61614,1.07905,0.99481,0.99476,0.995,0.91837,0.42736,0.25327,0.9484,0.0076042,0.0076042,0.0076042
123,1468.52,0.6116,0.61403,1.07438,0.99191,0.99621,0.99493,0.91445,0.43566,0.25883,0.95465,0.0075844,0.0075844,0.0075844
124,1480.41,0.63448,0.62649,1.0919,0.99045,0.99512,0.99442,0.91196,0.43368,0.26068,0.95128,0.0075646,0.0075646,0.0075646
125,1492.3,0.61924,0.59807,1.07801,0.99251,0.99851,0.995,0.92008,0.42213,0.24869,0.946,0.0075448,0.0075448,0.0075448
126,1504.18,0.62653,0.62315,1.08623,0.99441,0.99764,0.995,0.92319,0.41357,0.2427,0.93701,0.007525,0.007525,0.007525
127,1516.06,0.61468,0.59532,1.07613,0.9936,0.99604,0.995,0.9215,0.41092,0.23955,0.93447,0.0075052,0.0075052,0.0075052
128,1527.96,0.61224,0.59225,1.06979,0.99323,0.99673,0.995,0.92236,0.41568,0.24436,0.94122,0.0074854,0.0074854,0.0074854
129,1539.83,0.62501,0.61698,1.07972,0.99612,1,0.995,0.91928,0.428,0.24337,0.94623,0.0074656,0.0074656,0.0074656
130,1551.74,0.61408,0.608,1.07491,0.99466,1,0.995,0.92275,0.41554,0.24268,0.93676,0.0074458,0.0074458,0.0074458
131,1563.64,0.59511,0.57759,1.06917,0.99408,0.99747,0.995,0.91901,0.42576,0.24709,0.94449,0.007426,0.007426,0.007426
132,1575.56,0.61942,0.61639,1.08332,0.9946,0.99841,0.995,0.91923,0.42116,0.24444,0.94117,0.0074062,0.0074062,0.0074062
133,1587.45,0.59799,0.58224,1.06464,0.994,0.99858,0.995,0.91973,0.42987,0.24677,0.94672,0.0073864,0.0073864,0.0073864
134,1599.38,0.61085,0.59337,1.07213,0.99491,0.99672,0.995,0.92121,0.42356,0.23961,0.94252,0.0073666,0.0073666,0.0073666
135,1611.4,0.60851,0.60521,1.06752,0.99275,0.99577,0.99492,0.92245,0.41389,0.24429,0.9335,0.0073468,0.0073468,0.0073468
136,1623.29,0.61332,0.59772,1.07111,0.9947,0.99902,0.995,0.92333,0.41459,0.23803,0.93107,0.007327,0.007327,0.007327
137,1635.17,0.60519,0.59325,1.07669,0.99485,0.9957,0.995,0.9171,0.42469,0.24679,0.94503,0.0073072,0.0073072,0.0073072
138,1647.07,0.61097,0.58796,1.07221,0.99412,0.99944,0.995,0.91872,0.42417,0.24566,0.94926,0.0072874,0.0072874,0.0072874
139,1658.98,0.60762,0.57489,1.07639,0.99534,0.99848,0.995,0.92432,0.4112,0.23589,0.93259,0.0072676,0.0072676,0.0072676
140,1670.89,0.60506,0.59143,1.06891,0.99353,0.99897,0.995,0.9189,0.42543,0.24027,0.94462,0.0072478,0.0072478,0.0072478
141,1682.78,0.61337,0.5938,1.07628,0.9939,0.99871,0.995,0.92042,0.41279,0.24562,0.93654,0.007228,0.007228,0.007228
142,1694.66,0.60823,0.58638,1.07093,0.9949,0.99777,0.995,0.9202,0.41493,0.24219,0.93692,0.0072082,0.0072082,0.0072082
143,1706.54,0.6058,0.59709,1.07004,0.99501,0.99684,0.995,0.92267,0.41566,0.23781,0.93946,0.0071884,0.0071884,0.0071884
144,1718.44,0.60716,0.6016,1.07301,0.99508,0.99835,0.995,0.92915,0.40052,0.23662,0.92197,0.0071686,0.0071686,0.0071686
145,1730.33,0.60093,0.57339,1.06456,0.99578,0.99752,0.995,0.92537,0.40212,0.23706,0.93056,0.0071488,0.0071488,0.0071488
146,1742.24,0.59614,0.57272,1.06243,0.99426,0.99807,0.995,0.92458,0.41195,0.23842,0.93447,0.007129,0.007129,0.007129
147,1754.14,0.60072,0.58591,1.07251,0.99474,0.99931,0.995,0.92741,0.41259,0.23874,0.93565,0.0071092,0.0071092,0.0071092
148,1766.04,0.59412,0.56924,1.05777,0.99617,0.99785,0.995,0.92883,0.40372,0.23424,0.92821,0.0070894,0.0070894,0.0070894
149,1777.92,0.59448,0.57501,1.06566,0.99462,0.99842,0.995,0.92889,0.39963,0.23393,0.92779,0.0070696,0.0070696,0.0070696
150,1789.83,0.58729,0.56124,1.05974,0.99649,1,0.995,0.92884,0.40464,0.22952,0.92959,0.0070498,0.0070498,0.0070498
151,1801.73,0.59299,0.56711,1.05843,0.99666,0.99995,0.995,0.929,0.39777,0.22498,0.92371,0.00703,0.00703,0.00703
