epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
152,1813.63,0.59488,0.56631,1.06685,0.99536,0.9986,0.995,0.9295,0.40295,0.23694,0.9282,0.0070102,0.0070102,0.0070102
153,1825.54,0.60324,0.56933,1.0763,0.99461,0.99943,0.995,0.92786,0.40703,0.23277,0.93474,0.0069904,0.0069904,0.0069904
154,1837.53,0.5951,0.55949,1.06607,0.99504,0.99868,0.995,0.93118,0.39465,0.22953,0.92202,0.0069706,0.0069706,0.0069706
155,1849.48,0.59634,0.57485,1.06524,0.99633,1,0.995,0.92874,0.39959,0.22928,0.92626,0.0069508,0.0069508,0.0069508
156,1861.38,0.58266,0.54377,1.05936,0.99597,0.99898,0.995,0.93336,0.39431,0.22769,0.92252,0.006931,0.006931,0.006931
157,1873.27,0.57809,0.55357,1.05706,0.99455,0.99904,0.99484,0.93202,0.39426,0.23115,0.92379,0.0069112,0.0069112,0.0069112
158,1885.18,0.58053,0.55891,1.06313,0.99586,0.99819,0.995,0.93002,0.3986,0.23148,0.92802,0.0068914,0.0068914,0.0068914
159,1897.08,0.57488,0.54042,1.05081,0.99574,1,0.995,0.93101,0.38906,0.22552,0.91873,0.0068716,0.0068716,0.0068716
160,1908.98,0.58742,0.55577,1.06041,0.99479,0.99898,0.995,0.93123,0.38528,0.22273,0.91197,0.0068518,0.0068518,0.0068518
161,1920.87,0.58043,0.546,1.06105,0.99478,0.99794,0.995,0.93192,0.38763,0.22736,0.91714,0.006832,0.006832,0.006832
162,1932.79,0.58547,0.5389,1.05434,0.99628,0.99921,0.995,0.92722,0.39615,0.22765,0.92342,0.0068122,0.0068122,0.0068122
163,1944.67,0.57895,0.54548,1.05139,0.99594,0.99925,0.995,0.9328,0.38751,0.22536,0.91453,0.0067924,0.0067924,0.0067924
164,1956.56,0.57206,0.56123,1.0474,0.9954,1,0.995,0.93319,0.38475,0.22036,0.91138,0.0067726,0.0067726,0.0067726
165,1968.44,0.588,0.55907,1.05801,0.99381,0.99726,0.995,0.93423,0.38155,0.22242,0.90836,0.0067528,0.0067528,0.0067528
166,1980.35,0.57303,0.54019,1.05074,0.9964,0.99934,0.995,0.93224,0.37956,0.2209,0.90978,0.006733,0.006733,0.006733
167,1992.24,0.5743,0.53081,1.04595,0.9963,1,0.995,0.93022,0.38181,0.2234,0.90961,0.0067132,0.0067132,0.0067132
168,2004.14,0.58613,0.55227,1.06116,0.99621,0.99928,0.995,0.93206,0.38726,0.22181,0.91451,0.0066934,0.0066934,0.0066934
169,2016.04,0.58018,0.53906,1.05662,0.99537,0.99803,0.995,0.93501,0.3787,0.22411,0.90961,0.0066736,0.0066736,0.0066736
170,2027.96,0.56585,0.52651,1.03911,0.99568,0.99951,0.995,0.93408,0.37661,0.21859,0.90385,0.0066538,0.0066538,0.0066538
171,2040.01,0.58273,0.5289,1.05078,0.99634,1,0.995,0.93443,0.3768,0.21631,0.90598,0.006634,0.006634,0.006634
172,2051.93,0.57262,0.52942,1.0516,0.99651,0.99843,0.995,0.9319,0.38013,0.22141,0.90778,0.0066142,0.0066142,0.0066142
173,2063.84,0.57597,0.5361,1.0567,0.9964,0.99991,0.995,0.93532,0.37669,0.21774,0.90733,0.0065944,0.0065944,0.0065944
174,2075.75,0.57564,0.51614,1.05352,0.99402,0.99828,0.99399,0.93374,0.37043,0.22091,0.90232,0.0065746,0.0065746,0.0065746
175,2087.62,0.57386,0.52259,1.04829,0.99471,1,0.995,0.93414,0.3734,0.22118,0.90437,0.0065548,0.0065548,0.0065548
176,2099.51,0.55983,0.51271,1.04376,0.99703,0.99992,0.995,0.93483,0.37944,0.21951,0.90732,0.006535,0.006535,0.006535
177,2111.41,0.56324,0.5316,1.04598,0.99553,1,0.995,0.93503,0.37998,0.22085,0.90866,0.0065152,0.0065152,0.0065152
178,2123.31,0.57067,0.53904,1.06081,0.99579,0.99812,0.995,0.93424,0.37711,0.21746,0.90675,0.0064954,0.0064954,0.0064954
179,2135.21,0.57126,0.51542,1.05095,0.99541,0.9989,0.995,0.93711,0.37837,0.21778,0.90551,0.0064756,0.0064756,0.0064756
180,2147.24,0.57332,0.51258,1.05358,0.99438,0.99916,0.995,0.93523,0.37076,0.21805,0.90396,0.0064558,0.0064558,0.0064558
181,2159.15,0.58598,0.53045,1.0629,0.99389,0.99722,0.9934,0.93778,0.36967,0.21816,0.8995,0.006436,0.006436,0.006436
182,2171.06,0.57192,0.5134,1.05411,0.99356,0.9962,0.995,0.93411,0.36968,0.21973,0.90326,0.0064162,0.0064162,0.0064162
183,2182.95,0.57365,0.53401,1.04588,0.99553,1,0.995,0.93763,0.36984,0.21321,0.90124,0.0063964,0.0063964,0.0063964
184,2194.87,0.56938,0.51756,1.03967,0.9957,0.99966,0.995,0.93814,0.36333,0.21405,0.89652,0.0063766,0.0063766,0.0063766
185,2206.79,0.56874,0.51872,1.04411,0.99388,0.9992,0.99467,0.93906,0.36837,0.21638,0.89913,0.0063568,0.0063568,0.0063568
186,2218.73,0.5619,0.50748,1.04434,0.99505,0.99994,0.995,0.94007,0.364,0.21175,0.89622,0.006337,0.006337,0.006337
187,2230.62,0.58522,0.52389,1.05883,0.99529,1,0.995,0.94146,0.36718,0.20918,0.90031,0.0063172,0.0063172,0.0063172
188,2242.52,0.562,0.49341,1.04075,0.99366,0.99843,0.995,0.93507,0.37023,0.21459,0.90092,0.0062974,0.0062974,0.0062974
189,2254.43,0.56594,0.51924,1.04742,0.99527,0.99905,0.995,0.93933,0.36346,0.2103,0.89739,0.0062776,0.0062776,0.0062776
190,2266.31,0.56072,0.52838,1.04266,0.99549,0.99914,0.995,0.94012,0.36946,0.21488,0.8984,0.0062578,0.0062578,0.0062578
191,2278.18,0.56726,0.50378,1.04882,0.99677,1,0.995,0.93489,0.3781,0.21409,0.90576,0.006238,0.006238,0.006238
192,2290.08,0.56501,0.52782,1.04836,0.99545,0.99997,0.995,0.94005,0.3675,0.2107,0.89921,0.0062182,0.0062182,0.0062182
193,2301.95,0.57319,0.51837,1.06066,0.99628,1,0.995,0.94199,0.35788,0.20981,0.89115,0.0061984,0.0061984,0.0061984
194,2313.86,0.5651,0.50832,1.04472,0.99559,0.99904,0.995,0.93932,0.37209,0.21007,0.90244,0.0061786,0.0061786,0.0061786
195,2325.74,0.5609,0.51295,1.04916,0.99498,1,0.995,0.94092,0.36552,0.20611,0.89532,0.0061588,0.0061588,0.0061588
196,2337.63,0.56289,0.50062,1.03952,0.99665,1,0.995,0.94487,0.35516,0.20268,0.88874,0.006139,0.006139,0.006139
197,2349.52,0.54954,0.50035,1.04124,0.99448,0.99888,0.995,0.94154,0.3602,0.2109,0.89561,0.0061192,0.0061192,0.0061192
198,2361.43,0.56345,0.5228,1.0475,0.99652,0.9994,0.995,0.94033,0.36047,0.20824,0.89548,0.0060994,0.0060994,0.0060994
199,2373.32,0.54662,0.50014,1.04169,0.99672,0.99861,0.995,0.94298,0.35064,0.20213,0.88409,0.0060796,0.0060796,0.0060796
200,2385.25,0.56642,0.51181,1.05341,0.99461,0.99803,0.995,0.94216,0.35678,0.20601,0.88742,0.0060598,0.0060598,0.0060598
201,2397.48,0.56077,0.51395,1.03879,0.99613,0.99992,0.995,0.94656,0.3509,0.20305,0.88652,0.00604,0.00604,0.00604
202,2409.62,0.56104,0.5029,1.04384,0.99581,0.99952,0.995,0.94074,0.3556,0.20753,0.8869,0.0060202,0.0060202,0.0060202
203,2421.51,0.55992,0.50271,1.05003,0.99668,0.99997,0.995,0.94002,0.35907,0.20465,0.89068,0.0060004,0.0060004,0.0060004
204,2433.49,0.54914,0.48232,1.04102,0.99683,1,0.995,0.94452,0.3497,0.20077,0.88372,0.0059806,0.0059806,0.0059806
205,2445.44,0.54957,0.48656,1.03944,0.99667,0.99934,0.995,0.94725,0.35221,0.20383,0.88601,0.0059608,0.0059608,0.0059608
206,2457.43,0.56121,0.50762,1.04559,0.99631,0.99979,0.995,0.94465,0.35213,0.20292,0.88672,0.005941,0.005941,0.005941
207,2469.45,0.55976,0.5023,1.04497,0.996,0.99906,0.995,0.94183,0.3512,0.20495,0.88579,0.0059212,0.0059212,0.0059212
208,2481.43,0.54979,0.49307,1.04079,0.99646,0.99999,0.995,0.94707,0.34479,0.2006,0.88148,0.0059014,0.0059014,0.0059014
209,2493.33,0.55204,0.49238,1.03993,0.99567,1,0.995,0.94562,0.34875,0.20343,0.88263,0.0058816,0.0058816,0.0058816
210,2505.25,0.54658,0.47783,1.03747,0.99596,1,0.995,0.94682,0.3518,0.2052,0.88835,0.0058618,0.0058618,0.0058618
211,2517.16,0.55203,0.49343,1.03914,0.99582,1,0.995,0.94952,0.34663,0.20387,0.88251,0.005842,0.005842,0.005842
212,2529.2,0.54075,0.47422,1.0384,0.99626,0.99914,0.995,0.94884,0.34482,0.20176,0.88076,0.0058222,0.0058222,0.0058222
213,2541.19,0.53734,0.48885,1.0319,0.99613,0.99963,0.995,0.94677,0.34467,0.19716,0.87902,0.0058024,0.0058024,0.0058024
214,2553.19,0.54173,0.49426,1.03985,0.99636,1,0.995,0.94554,0.34578,0.19888,0.88311,0.0057826,0.0057826,0.0057826
215,2565.1,0.55311,0.49903,1.04439,0.99621,0.99926,0.995,0.94626,0.34361,0.20172,0.88189,0.0057628,0.0057628,0.0057628
216,2577.04,0.54302,0.48431,1.0338,0.99659,0.99964,0.995,0.94763,0.34066,0.19753,0.87917,0.005743,0.005743,0.005743
217,2589.3,0.53709,0.4752,1.03183,0.99665,1,0.995,0.94638,0.33944,0.19313,0.87853,0.0057232,0.0057232,0.0057232
218,2601.2,0.53904,0.47942,1.03565,0.99679,1,0.995,0.9457,0.34333,0.19876,0.88362,0.0057034,0.0057034,0.0057034
219,2613.14,0.53269,0.48551,1.03472,0.99617,1,0.995,0.94729,0.33478,0.19741,0.87822,0.0056836,0.0056836,0.0056836
220,2625.14,0.55219,0.4874,1.04579,0.99625,1,0.995,0.94719,0.34312,0.19707,0.88311,0.0056638,0.0056638,0.0056638
221,2637.08,0.54212,0.47374,1.03364,0.99614,1,0.995,0.9493,0.33863,0.19595,0.87992,0.005644,0.005644,0.005644
222,2649.13,0.54755,0.48558,1.03958,0.99623,1,0.995,0.94965,0.33497,0.19482,0.87584,0.0056242,0.0056242,0.0056242
223,2661.08,0.5309,0.47066,1.02976,0.99661,1,0.995,0.9489,0.33695,0.19473,0.87705,0.0056044,0.0056044,0.0056044
224,2672.99,0.54073,0.47622,1.03274,0.99558,0.99903,0.995,0.95314,0.33503,0.19253,0.87508,0.0055846,0.0055846,0.0055846
225,2684.97,0.53016,0.46834,1.03187,0.99535,0.99907,0.995,0.95312,0.33888,0.1972,0.87722,0.0055648,0.0055648,0.0055648
226,2697.06,0.52942,0.46626,1.03513,0.99662,1,0.995,0.95232,0.34079,0.1964,0.88063,0.005545,0.005545,0.005545
227,2709.12,0.53636,0.46534,1.03045,0.99532,0.99885,0.995,0.94883,0.34114,0.19769,0.88242,0.0055252,0.0055252,0.0055252
228,2721.18,0.53681,0.47288,1.02984,0.99602,0.99914,0.995,0.95036,0.33857,0.19488,0.87905,0.0055054,0.0055054,0.0055054
229,2733.09,0.53507,0.47775,1.02674,0.99621,0.99925,0.995,0.94946,0.33485,0.19661,0.87656,0.0054856,0.0054856,0.0054856
230,2744.98,0.52763,0.46153,1.02841,0.99654,0.99901,0.995,0.94846,0.33788,0.19659,0.87941,0.0054658,0.0054658,0.0054658
231,2756.85,0.53451,0.4531,1.02809,0.99724,0.99915,0.995,0.94971,0.33959,0.19478,0.87804,0.005446,0.005446,0.005446
232,2768.73,0.52367,0.47523,1.02673,0.99695,0.99993,0.995,0.95234,0.33589,0.19032,0.87595,0.0054262,0.0054262,0.0054262
233,2780.6,0.51913,0.44252,1.01785,0.99659,0.99914,0.995,0.9519,0.33333,0.19294,0.87406,0.0054064,0.0054064,0.0054064
234,2792.5,0.52703,0.44672,1.03263,0.99643,1,0.995,0.95196,0.33356,0.19051,0.87375,0.0053866,0.0053866,0.0053866
235,2804.41,0.52557,0.44713,1.02347,0.99642,0.99892,0.995,0.95351,0.32968,0.19026,0.87136,0.0053668,0.0053668,0.0053668
236,2816.51,0.53176,0.45796,1.03,0.99722,1,0.995,0.95071,0.33982,0.19544,0.8779,0.005347,0.005347,0.005347
237,2828.4,0.5352,0.47928,1.02816,0.99679,1,0.995,0.95079,0.33188,0.19267,0.87212,0.0053272,0.0053272,0.0053272
238,2840.37,0.51597,0.44878,1.02181,0.99676,0.99955,0.995,0.95357,0.33073,0.19056,0.87114,0.0053074,0.0053074,0.0053074
239,2852.57,0.53285,0.46573,1.03147,0.99667,0.99974,0.995,0.95625,0.32715,0.19036,0.86746,0.0052876,0.0052876,0.0052876
240,2864.69,0.52043,0.44978,1.02487,0.99605,0.99866,0.995,0.95183,0.33372,0.19326,0.87225,0.0052678,0.0052678,0.0052678
241,2876.6,0.5245,0.46288,1.02236,0.99642,0.99971,0.995,0.95277,0.33108,0.19339,0.87402,0.005248,0.005248,0.005248
242,2888.54,0.52419,0.45106,1.02732,0.9969,0.99967,0.995,0.95385,0.32508,0.18899,0.86953,0.0052282,0.0052282,0.0052282
243,2900.57,0.52038,0.45077,1.02667,0.99664,0.9991,0.995,0.95275,0.32236,0.18944,0.86648,0.0052084,0.0052084,0.0052084
244,2912.53,0.53068,0.45108,1.03129,0.99513,0.99895,0.995,0.95493,0.32626,0.19072,0.86891,0.0051886,0.0051886,0.0051886
245,2924.6,0.5147,0.45384,1.01983,0.99514,0.99818,0.995,0.9524,0.32801,0.19115,0.86958,0.0051688,0.0051688,0.0051688
246,2936.54,0.52067,0.45008,1.01937,0.99351,0.99788,0.99493,0.95469,0.32224,0.19304,0.86442,0.005149,0.005149,0.005149
247,2948.44,0.52642,0.4419,1.02477,0.99373,0.9973,0.995,0.95746,0.32122,0.19039,0.86411,0.0051292,0.0051292,0.0051292
248,2960.53,0.5224,0.44383,1.02126,0.9971,0.9977,0.995,0.95607,0.31939,0.18904,0.86344,0.0051094,0.0051094,0.0051094
249,2972.41,0.51732,0.44138,1.02342,0.99664,1,0.995,0.95536,0.32239,0.18859,0.86623,0.0050896,0.0050896,0.0050896
250,2984.31,0.52905,0.45265,1.03386,0.99668,0.99979,0.995,0.95467,0.31683,0.18318,0.86306,0.0050698,0.0050698,0.0050698
251,2996.35,0.5079,0.44892,1.01486,0.99694,1,0.995,0.95597,0.31738,0.18649,0.86385,0.00505,0.00505,0.00505
252,3008.3,0.50891,0.44525,1.01877,0.99683,0.99964,0.995,0.95701,0.31513,0.18609,0.86174,0.0050302,0.0050302,0.0050302
253,3020.26,0.51292,0.43836,1.02397,0.99696,0.99945,0.995,0.95484,0.31791,0.18611,0.86416,0.0050104,0.0050104,0.0050104
254,3032.22,0.51325,0.44103,1.02121,0.99528,0.99903,0.995,0.9572,0.31704,0.18511,0.86341,0.0049906,0.0049906,0.0049906
255,3044.29,0.50585,0.42973,1.01806,0.99502,0.99901,0.99493,0.95869,0.31758,0.18709,0.86417,0.0049708,0.0049708,0.0049708
256,3056.24,0.5055,0.43297,1.01357,0.99547,0.99899,0.995,0.95608,0.31565,0.18454,0.86314,0.004951,0.004951,0.004951
257,3068.12,0.51663,0.44548,1.0183,0.99689,1,0.995,0.95717,0.31705,0.18253,0.86453,0.0049312,0.0049312,0.0049312
258,3080.02,0.50845,0.42622,1.02438,0.99715,0.99964,0.995,0.95795,0.31854,0.18707,0.86394,0.0049114,0.0049114,0.0049114
259,3091.92,0.51493,0.44676,1.01936,0.99697,0.9994,0.995,0.95813,0.31681,0.18832,0.86306,0.0048916,0.0048916,0.0048916
260,3103.87,0.51027,0.43757,1.01283,0.99709,0.999,0.995,0.95938,0.31257,0.18602,0.85944,0.0048718,0.0048718,0.0048718
261,3115.76,0.51177,0.435,1.02423,0.99719,0.99956,0.995,0.95701,0.31088,0.18589,0.85924,0.004852,0.004852,0.004852
262,3127.67,0.51556,0.43755,1.02322,0.997,1,0.995,0.95742,0.31238,0.18338,0.85996,0.0048322,0.0048322,0.0048322
263,3139.71,0.51019,0.44432,1.01936,0.99692,1,0.995,0.95545,0.31279,0.18562,0.85872,0.0048124,0.0048124,0.0048124
264,3151.61,0.50718,0.43611,1.02027,0.99722,1,0.995,0.95826,0.30962,0.18252,0.85615,0.0047926,0.0047926,0.0047926
265,3163.51,0.51411,0.44237,1.02857,0.99688,1,0.995,0.96091,0.30597,0.18193,0.85483,0.0047728,0.0047728,0.0047728
266,3175.42,0.50536,0.42706,1.0126,0.9968,1,0.995,0.96137,0.30758,0.18015,0.85597,0.004753,0.004753,0.004753
267,3187.4,0.49853,0.43366,1.01298,0.99704,1,0.995,0.96248,0.31012,0.1808,0.85672,0.0047332,0.0047332,0.0047332
268,3199.57,0.50331,0.43364,1.00533,0.99712,1,0.995,0.96098,0.31344,0.18112,0.85934,0.0047134,0.0047134,0.0047134
269,3211.49,0.5006,0.4139,1.00709,0.99682,1,0.995,0.96068,0.30525,0.17949,0.85357,0.0046936,0.0046936,0.0046936
270,3223.4,0.4999,0.42301,1.01541,0.99695,1,0.995,0.95899,0.30649,0.17871,0.85546,0.0046738,0.0046738,0.0046738
271,3235.51,0.50274,0.42251,1.01219,0.99665,0.99941,0.995,0.96003,0.30556,0.17937,0.85418,0.004654,0.004654,0.004654
272,3247.46,0.49498,0.42224,1.00839,0.99655,0.99971,0.995,0.96079,0.3082,0.18127,0.85691,0.0046342,0.0046342,0.0046342
273,3259.34,0.50872,0.43269,1.02081,0.99734,1,0.995,0.95981,0.30429,0.18039,0.85404,0.0046144,0.0046144,0.0046144
274,3271.25,0.50435,0.4262,1.01201,0.99722,1,0.995,0.95874,0.30706,0.17928,0.8557,0.0045946,0.0045946,0.0045946
275,3283.25,0.49864,0.42061,1.01549,0.99694,1,0.995,0.9599,0.30624,0.17785,0.85579,0.0045748,0.0045748,0.0045748
276,3295.4,0.50053,0.43267,1.01707,0.99723,0.99988,0.995,0.96338,0.30149,0.17724,0.85391,0.004555,0.004555,0.004555
277,3307.52,0.50028,0.41595,1.00951,0.99709,1,0.995,0.96218,0.30303,0.17845,0.85426,0.0045352,0.0045352,0.0045352
278,3319.63,0.49236,0.42175,1.01489,0.99666,1,0.995,0.96241,0.30171,0.1765,0.85293,0.0045154,0.0045154,0.0045154
279,3331.51,0.50611,0.42991,1.01133,0.99716,1,0.995,0.96152,0.30262,0.17741,0.85283,0.0044956,0.0044956,0.0044956
280,3343.44,0.4921,0.41404,1.00516,0.99684,1,0.995,0.96211,0.29894,0.17591,0.8512,0.0044758,0.0044758,0.0044758
281,3355.41,0.48784,0.40997,1.00753,0.99705,1,0.995,0.96281,0.29955,0.17712,0.8532,0.004456,0.004456,0.004456
282,3367.7,0.49949,0.42959,1.01609,0.99701,1,0.995,0.96206,0.29886,0.17549,0.85233,0.0044362,0.0044362,0.0044362
283,3379.59,0.48553,0.40458,1.00266,0.99707,1,0.995,0.96153,0.29821,0.1785,0.85126,0.0044164,0.0044164,0.0044164
284,3391.61,0.50144,0.41458,1.01528,0.99693,1,0.995,0.96406,0.29541,0.17727,0.85013,0.0043966,0.0043966,0.0043966
285,3403.52,0.49837,0.40809,1.01141,0.99712,1,0.995,0.96203,0.298,0.17813,0.85213,0.0043768,0.0043768,0.0043768
286,3415.43,0.50255,0.40765,1.01579,0.99693,1,0.995,0.9637,0.29534,0.17584,0.84952,0.004357,0.004357,0.004357
287,3427.63,0.48976,0.40268,1.01093,0.99688,1,0.995,0.9647,0.29666,0.17497,0.85046,0.0043372,0.0043372,0.0043372
288,3439.57,0.49343,0.41537,1.0143,0.99702,1,0.995,0.96597,0.29536,0.17549,0.84969,0.0043174,0.0043174,0.0043174
289,3451.49,0.49842,0.42548,1.01766,0.99696,1,0.995,0.96389,0.29251,0.17508,0.84758,0.0042976,0.0042976,0.0042976
290,3463.51,0.49268,0.41265,1.01017,0.99683,1,0.995,0.96344,0.29081,0.17201,0.84542,0.0042778,0.0042778,0.0042778
291,3475.76,0.4895,0.41804,1.00831,0.99681,1,0.995,0.96482,0.2905,0.17096,0.84498,0.004258,0.004258,0.004258
292,3487.65,0.49821,0.42568,1.00967,0.99702,1,0.995,0.96497,0.28989,0.17134,0.84517,0.0042382,0.0042382,0.0042382
293,3499.74,0.48628,0.41334,1.01208,0.99668,1,0.995,0.96305,0.29334,0.17366,0.84646,0.0042184,0.0042184,0.0042184
294,3511.63,0.49705,0.4074,1.01105,0.99625,0.99941,0.995,0.9628,0.29453,0.17342,0.84711,0.0041986,0.0041986,0.0041986
295,3523.53,0.48229,0.39892,0.99499,0.99625,0.99947,0.995,0.96262,0.2939,0.17331,0.84624,0.0041788,0.0041788,0.0041788
296,3535.58,0.4831,0.40203,1.00974,0.99661,0.99955,0.995,0.96188,0.29242,0.17343,0.84599,0.004159,0.004159,0.004159
297,3547.49,0.4869,0.41544,1.00487,0.99648,0.99958,0.995,0.96328,0.29198,0.17115,0.84576,0.0041392,0.0041392,0.0041392
298,3559.54,0.47793,0.39212,1.0002,0.99647,1,0.995,0.96337,0.29238,0.17269,0.84594,0.0041194,0.0041194,0.0041194
299,3571.56,0.48799,0.4003,1.01006,0.99581,0.99904,0.995,0.96455,0.29257,0.17486,0.8456,0.0040996,0.0040996,0.0040996
300,3583.52,0.48022,0.39669,1.00027,0.99496,0.99908,0.995,0.96461,0.29058,0.17338,0.84507,0.0040798,0.0040798,0.0040798
301,3595.4,0.47191,0.39453,0.99589,0.9967,0.99907,0.995,0.96803,0.28831,0.17443,0.84377,0.00406,0.00406,0.00406
302,3607.3,0.47812,0.39337,1.00614,0.99691,0.9991,0.995,0.96641,0.28895,0.17406,0.84441,0.0040402,0.0040402,0.0040402
303,3619.18,0.47504,0.39719,0.9993,0.9966,1,0.995,0.96688,0.28853,0.17421,0.84408,0.0040204,0.0040204,0.0040204
304,3631.11,0.48193,0.39246,1.00123,0.99634,0.99926,0.995,0.96642,0.28687,0.1737,0.84274,0.0040006,0.0040006,0.0040006
305,3643.05,0.4826,0.39875,1.00693,0.99666,0.99943,0.995,0.96752,0.28701,0.17093,0.84274,0.0039808,0.0039808,0.0039808
306,3655.01,0.48625,0.40217,1.00776,0.99658,1,0.995,0.96712,0.28716,0.17047,0.84286,0.003961,0.003961,0.003961
307,3667.15,0.48101,0.40007,1.0088,0.99655,0.99895,0.995,0.96671,0.28825,0.17227,0.84362,0.0039412,0.0039412,0.0039412
308,3679.13,0.48179,0.39743,1.0062,0.99622,1,0.995,0.96705,0.28842,0.16918,0.84396,0.0039214,0.0039214,0.0039214
309,3691.04,0.48418,0.40337,1.0054,0.9959,0.99758,0.995,0.96334,0.28896,0.1702,0.84391,0.0039016,0.0039016,0.0039016
310,3702.96,0.47534,0.39037,0.9942,0.99645,0.99988,0.995,0.96473,0.28773,0.16902,0.84325,0.0038818,0.0038818,0.0038818
311,3714.94,0.46473,0.37635,0.99019,0.99654,1,0.995,0.96634,0.28442,0.16794,0.84159,0.003862,0.003862,0.003862
312,3726.87,0.47288,0.37847,0.99894,0.99643,1,0.995,0.96767,0.28258,0.16781,0.84032,0.0038422,0.0038422,0.0038422
313,3738.75,0.47978,0.40145,1.00465,0.99652,1,0.995,0.9677,0.28181,0.16749,0.83931,0.0038224,0.0038224,0.0038224
314,3750.67,0.4702,0.39239,0.99859,0.99702,1,0.995,0.96798,0.28168,0.16851,0.83823,0.0038026,0.0038026,0.0038026
315,3762.7,0.47475,0.39578,0.99799,0.99722,0.99962,0.995,0.97051,0.28056,0.16873,0.83838,0.0037828,0.0037828,0.0037828
316,3774.64,0.47188,0.37644,0.99388,0.99699,0.9995,0.995,0.97052,0.27975,0.16871,0.83709,0.003763,0.003763,0.003763
317,3786.55,0.46811,0.38422,0.99941,0.99693,0.99932,0.995,0.97156,0.28004,0.16785,0.83697,0.0037432,0.0037432,0.0037432
318,3798.51,0.4697,0.38611,0.99364,0.99676,0.99928,0.995,0.97217,0.28142,0.16742,0.83763,0.0037234,0.0037234,0.0037234
319,3810.46,0.48061,0.3976,1.00885,0.99677,0.99922,0.995,0.97159,0.28308,0.16649,0.83852,0.0037036,0.0037036,0.0037036
320,3822.63,0.47731,0.39167,1.00357,0.99677,0.99929,0.995,0.97036,0.28253,0.1692,0.83823,0.0036838,0.0036838,0.0036838
321,3834.54,0.48019,0.39463,1.00557,0.99699,0.9994,0.995,0.97103,0.2796,0.16676,0.83677,0.003664,0.003664,0.003664
322,3846.44,0.46317,0.38029,1.00065,0.99699,0.99961,0.995,0.97016,0.27974,0.1656,0.83707,0.0036442,0.0036442,0.0036442
323,3858.34,0.47786,0.38992,1.00091,0.99678,1,0.995,0.96926,0.28038,0.16603,0.83761,0.0036244,0.0036244,0.0036244
324,3870.37,0.4772,0.37593,0.99566,0.99656,1,0.995,0.97141,0.27941,0.16628,0.83839,0.0036046,0.0036046,0.0036046
325,3882.27,0.4662,0.3756,0.99943,0.9966,1,0.995,0.97203,0.27771,0.16454,0.83634,0.0035848,0.0035848,0.0035848
326,3894.17,0.46187,0.37336,0.98882,0.99667,1,0.995,0.97048,0.27752,0.16564,0.83642,0.003565,0.003565,0.003565
327,3906.14,0.47526,0.3928,0.99969,0.99678,0.99958,0.995,0.97118,0.27756,0.16555,0.83612,0.0035452,0.0035452,0.0035452
328,3918.06,0.46874,0.37673,0.99758,0.99648,0.9996,0.995,0.97034,0.27711,0.16607,0.83563,0.0035254,0.0035254,0.0035254
329,3929.99,0.46762,0.37936,0.99711,0.99677,0.99958,0.995,0.9725,0.27526,0.16513,0.83401,0.0035056,0.0035056,0.0035056
330,3942.06,0.47262,0.37679,0.9947,0.99705,0.99975,0.995,0.9719,0.27413,0.16648,0.83288,0.0034858,0.0034858,0.0034858
331,3953.95,0.46526,0.37258,0.99511,0.99683,1,0.995,0.97148,0.27467,0.16614,0.83284,0.003466,0.003466,0.003466
332,3965.88,0.46048,0.37732,0.99564,0.99697,1,0.995,0.97197,0.27388,0.16469,0.83308,0.0034462,0.0034462,0.0034462
333,3978,0.46289,0.38019,0.99285,0.99677,1,0.995,0.97277,0.27392,0.16529,0.83262,0.0034264,0.0034264,0.0034264
334,3989.92,0.4572,0.36706,0.994,0.99667,1,0.995,0.97214,0.27429,0.16542,0.83354,0.0034066,0.0034066,0.0034066
335,4001.83,0.45872,0.37477,0.99528,0.99672,1,0.995,0.97182,0.27289,0.16373,0.83277,0.0033868,0.0033868,0.0033868
336,4013.91,0.46685,0.37838,0.99379,0.99682,1,0.995,0.97278,0.27228,0.1638,0.83184,0.003367,0.003367,0.003367
337,4025.97,0.45182,0.36595,0.98758,0.99675,1,0.995,0.97345,0.2713,0.16322,0.83134,0.0033472,0.0033472,0.0033472
338,4037.94,0.45234,0.36961,0.99018,0.99673,1,0.995,0.97517,0.26931,0.16309,0.8304,0.0033274,0.0033274,0.0033274
339,4049.85,0.46871,0.38637,0.99192,0.99669,1,0.995,0.97368,0.26711,0.16387,0.82912,0.0033076,0.0033076,0.0033076
340,4061.97,0.45286,0.37698,0.99305,0.99703,1,0.995,0.97284,0.26986,0.16365,0.83056,0.0032878,0.0032878,0.0032878
341,4073.87,0.46615,0.37837,0.99327,0.99679,1,0.995,0.97396,0.27071,0.1635,0.83075,0.003268,0.003268,0.003268
342,4085.8,0.46208,0.37666,0.98948,0.99656,1,0.995,0.97529,0.27033,0.16437,0.83025,0.0032482,0.0032482,0.0032482
343,4097.96,0.4495,0.36759,0.99013,0.99693,1,0.995,0.97442,0.26868,0.16323,0.82936,0.0032284,0.0032284,0.0032284
